Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
musikalisch,Dat,Sing,Fem,Pos,ADJ,Strong,musikalischen:1 | musikalischer:1
männlich,Acc,Plur,Fem,Pos,ADJ,Strong,männliche:3 | männlichen:1
mäßig,Dat,Sing,Masc,Pos,ADJ,Strong,mäßigem:4 | mäßigen:1
möglich,Acc,Plur,Fem,Pos,ADJ,Strong,mögliche:40 | möglichen:1
möglich,Dat,Sing,Fem,Pos,ADJ,Strong,möglichen:14 | möglicher:3
mündlich,Dat,Sing,Fem,Pos,ADJ,Strong,mündlichen:15 | mündlicher:2
nachlassen,Dat,Sing,Fem,Pos,ADJ,Strong,nachlassenden:1 | nachlassender:1
nah,Acc,Sing,Fem,Pos,ADJ,Weak,nahe:10 | fdp-nahe:1
nah,Dat,Sing,Masc,Pos,ADJ,Weak,nahen:9 | nächsten:1
nah,Dat,Plur,Masc,Pos,ADJ,Strong,at&t-nahen:1 | fpö-nahen:1 | nahen:1
nah,Dat,Sing,Fem,Pos,ADJ,Weak,nahen:4 | scientology-nahen:1
nah,Dat,Sing,Fem,Cmp,ADJ,Strong,näherer:7 | näheren:1
nah,Acc,Sing,Neut,Pos,ADJ,Weak,nahe:1 | nächste:1
nah,Dat,Sing,,Pos,ADJ,Weak,microsoft-nahen:1 | nahen:1
naheliegen,Dat,Sing,Masc,Pos,ADJ,Weak,nahegelegenen:1 | naheliegenden:1
national,Acc,Plur,Neut,Pos,ADJ,Strong,nationale:9 | nationalen:2
national,Dat,Sing,Fem,,PROPN,,national:4 | nationalen:1
national,Dat,Sing,Neut,Pos,ADJ,Strong,nationalem:3 | nationalen:2
national,Dat,Sing,Fem,Pos,ADJ,Strong,nationaler:14 | nationalen:3
national,Dat,Sing,Masc,Pos,ADJ,Strong,nationalem:1 | nationalen:1
natürlich,Dat,Sing,Fem,Pos,ADJ,Strong,natürlichen:1 | natürlicher:1
natürlich,Dat,Sing,Masc,Pos,ADJ,Strong,natürlichem:1 | natürlichen:1
negativ,Acc,Plur,Fem,Pos,ADJ,Strong,negative:7 | negativen:2
nennen,Dat,Sing,Fem,Pos,ADJ,Strong,genannten:8 | genannter:7 | genannte:1
nennen,Dat,Sing,,Pos,ADJ,Strong,genanntem:2 | genannten:1
nennenswert,Acc,Plur,Neut,Pos,ADJ,Strong,nennenswerte:1 | nennenswerten:1
nennenswert,Acc,Plur,Fem,Pos,ADJ,Strong,nennenswerte:2 | nennenswerten:1
nennenswert,Dat,Sing,Masc,Pos,ADJ,Strong,nennenswertem:2 | nennenswerten:2
nett,Dat,Sing,Fem,Pos,ADJ,Strong,netten:4 | netter:1
neu,Acc,Plur,Fem,Sup,ADJ,Strong,neusten:2 | neueste:1 | neuesten:1
neu,Dat,Plur,Neut,Pos,ADJ,Strong,neuen:107 | neue:4
neu,Dat,Sing,Neut,Pos,ADJ,Strong,neuen:58 | neuem:38
neu,Dat,Plur,Neut,Sup,ADJ,Weak,neuesten:1 | neusten:1
neu,Dat,Sing,Masc,Pos,ADJ,,neuen:536 | neuem:39
neu,Acc,Plur,Masc,Pos,ADJ,Strong,neue:149 | neuen:3
neu,Acc,Sing,Neut,Pos,ADJ,Strong,neues:228 | neue:1
neu,Dat,Sing,Fem,Pos,ADJ,Strong,neuen:128 | neuer:69 | neue:2
neu,Dat,Sing,Fem,,PROPN,,neuen:2 | neue:1 | neuer:1
neu,Acc,Plur,Fem,Pos,ADJ,,neue:158 | neuen:98
neu,Acc,Plur,Neut,Pos,ADJ,Strong,neue:119 | neuen:6
neu,Acc,Sing,Neut,,PROPN,,neue:1 | neues:1
neu,Dat,Plur,Fem,Pos,ADJ,Strong,neuen:139 | neue:1
neu,Dat,Sing,Fem,Cmp,ADJ,Strong,neuerer:2 | neueren:1
neu,Acc,Plur,Neut,Sup,ADJ,Weak,neuesten:6 | neusten:1
neu,Acc,Plur,Neut,Sup,ADJ,Strong,neuesten:3 | neueste:1
neu,Dat,Sing,Neut,Sup,ADJ,Weak,neuesten:5 | neusten:1
neu,Dat,Sing,Neut,Sup,ADJ,Strong,neuesten:2 | neuestem:1
neu,Acc,Plur,,Pos,ADJ,Strong,neue:11 | neuen:1
neu,Dat,Sing,,Pos,ADJ,Strong,neuem:11 | neuen:3
neu,Dat,Sing,Fem,Sup,ADJ,Strong,neuesten:15 | neuester:4 | neusten:1
neu,Dat,Sing,Fem,Sup,ADJ,Weak,neuesten:30 | neusten:1
neu,Dat,Sing,Masc,Sup,ADJ,Weak,neuesten:16 | neusten:1
neu,Dat,Sing,Masc,Sup,ADJ,Strong,neuestem:2 | neuesten:1
neuartig,Dat,Sing,Fem,Pos,ADJ,Strong,neuartigen:1 | neuartiger:1
neutral,Dat,Sing,Fem,Pos,ADJ,Strong,neutralen:1 | neutraler:1
neutral,Acc,Sing,Masc,Pos,ADJ,Strong,technologie-neutralen:1 | verkäufer-neutralen:1
niederländisch,Dat,Sing,Masc,Pos,ADJ,Weak,niederländischen:19 | niederländischer:1
niederländisch,Dat,Sing,Fem,Pos,ADJ,Weak,niederländischen:11 | deutsch-niederländischen:1 | niederländische:1
niederländisch,Dat,Sing,Fem,Pos,ADJ,Strong,niederländischen:2 | niederländischer:1
niedrig,Dat,Sing,Neut,Pos,ADJ,Strong,niedrigem:13 | niedrigen:5
niedrig,Dat,Sing,Masc,Pos,ADJ,Strong,niedrigem:7 | niedrigen:5
niedrig,Dat,Sing,Fem,Pos,ADJ,Strong,niedriger:8 | niedrigen:4
niedrig,Dat,Sing,Neut,Cmp,ADJ,Strong,niedrigerem:2 | niedrigeren:1
niedrig,Dat,Sing,Fem,Cmp,ADJ,Strong,niedrigerer:7 | niedrigeren:4
niedrig,Dat,Plur,Masc,Cmp,ADJ,Strong,niedrigeren:10 | niedrigerer:1
niedrig,Dat,Sing,Masc,Cmp,ADJ,Strong,niedrigeren:7 | niedrigerem:4
niemand,Acc,Sing,,,PRON,,niemanden:23 | niemand:13
niemand,Dat,Sing,,,PRON,,niemandem:12 | niemand:2
normal,Dat,Sing,Neut,Pos,ADJ,Strong,normalen:9 | normalem:3
normal,Dat,Sing,Fem,Pos,ADJ,Strong,normaler:8 | normalen:2
normal,Dat,Sing,Masc,Pos,ADJ,Strong,normalen:8 | normalem:4
notwendig,Acc,Plur,Fem,Pos,ADJ,Weak,notwendigen:24 | notwendige:1
notwendig,Dat,Sing,Neut,Pos,ADJ,Strong,notwendigem:1 | notwendigen:1
null,Dat,Sing,Fem,Sup,ADJ,Weak,höchsten:8 | obersten:4 | bestmöglichen:2 | vordersten:2 | vorletzten:2 | übernächsten:2 | äußersten:1
null,Dat,Sing,Fem,Sup,ADJ,Strong,höchster:10 | vorderster:5 | oberster:2 | letzten:1 | äußerster:1
null,Dat,Sing,Neut,Sup,ADJ,Weak,obersten:8 | übernächsten:7 | höchsten:2 | letzten:1 | untersten:1
null,Dat,Plur,Neut,Sup,ADJ,Strong,höchsten:2 | minimalen:1
null,Acc,Sing,Fem,Sup,ADJ,Weak,höchste:9 | bestmögliche:2 | allerhöchste:1 | höchstmögliche:1 | unterste:1 | vorderste:1
null,Acc,Sing,Fem,Sup,ADJ,Strong,minimale:3 | weitestgehende:2 | bestmögliche:1 | höchste:1 | letzte:1 | übernächste:1
null,Acc,Sing,Neut,Sup,ADJ,Weak,oberste:9 | höchste:8 | meistbietende:1
null,Acc,Sing,Masc,Sup,ADJ,Weak,höchsten:14 | obersten:3 | allerneuesten:1 | minimalen:1
null,Acc,Sing,Masc,Sup,ADJ,Strong,höchsten:2 | minimalen:2
null,Dat,Sing,Masc,Sup,ADJ,Weak,obersten:5 | vorletzten:2 | höchsten:1 | meistbietenden:1 | äußersten:1
null,Dat,Sing,Masc,Sup,ADJ,Strong,minimalem:2 | obersten:1
null,Acc,Plur,Masc,Sup,ADJ,Weak,höchsten:3 | minimalen:1 | obersten:1
null,Dat,Plur,Masc,Sup,ADJ,Strong,höchsten:1 | minimalen:1
null,Dat,Plur,Masc,Sup,ADJ,Weak,höchsten:3 | obersten:1 | übernächsten:1
null,Acc,Plur,Fem,Sup,ADJ,Weak,höchsten:1 | obersten:1
nutzen,Acc,Sing,Masc,Pos,ADJ,Weak,genutzten:2 | nutzenden:1
nächste,Dat,Sing,Neut,Pos,ADJ,Strong,nächsten:2 | nächstem:1
nächste,Dat,Sing,Fem,Pos,ADJ,Strong,nächster:6 | nächsten:3
nächste,Dat,Sing,Masc,Sup,ADJ,Strong,nächsten:7 | nächstem:3
nächste,Acc,Sing,Neut,Pos,ADJ,,nächste:15 | nächstes:2
nächste,Dat,Sing,Fem,Sup,ADJ,Strong,nächster:25 | nächsten:6
nächste,Dat,Sing,Neut,Sup,ADJ,,nächsten:166 | nächstem:4
nächste,Acc,Sing,Masc,Sup,ADJ,Weak,nächsten:18 | nächste:1
offen,Dat,Sing,Neut,Pos,ADJ,Strong,offenen:3 | offenem:2
offen,Dat,Sing,Fem,Pos,ADJ,Strong,offenen:8 | offener:6 | offene:1
offen,Dat,Sing,Masc,Pos,ADJ,Strong,offenen:48 | offenem:1
offiziell,Dat,Sing,Fem,Pos,ADJ,Weak,offiziellen:63 | offizielle:2
offiziell,Dat,Sing,Fem,Pos,ADJ,Strong,offiziellen:20 | offizieller:16
offiziell,Dat,Plur,Fem,Pos,ADJ,Weak,offiziellen:6 | nicht-offiziellen:1
offiziell,Acc,Plur,Masc,Pos,ADJ,Strong,offizielle:2 | offiziellen:1
offiziell,Dat,Sing,Masc,Pos,ADJ,Strong,offiziellem:3 | offiziellen:3
offiziell,Acc,Plur,Fem,Pos,ADJ,Strong,offizielle:5 | offiziellen:1
offiziell,Dat,Plur,,Pos,ADJ,Strong,netscape-offiziellen:1 | offiziellen:1
ominös,Dat,Sing,Neut,Pos,ADJ,Strong,ominösem:1 | ominösen:1
optimieren,Acc,Sing,Fem,Pos,ADJ,Strong,optimierte:4 | web-optimierte:1
optisch,Dat,Plur,Neut,Pos,ADJ,Strong,optischen:32 | magneto-optischen:1
optisch,Acc,Sing,Fem,Pos,ADJ,Strong,optische:4 | magneto-optische:1
optisch,Dat,Sing,Neut,Pos,ADJ,Strong,optischem:1 | optischen:1
optisch,Dat,Sing,Masc,Pos,ADJ,Strong,optischen:4 | optischem:3
optisch,Acc,Plur,Masc,Pos,ADJ,Strong,optische:5 | fiber-optische:1 | magneto-optische:1
optisch,Dat,Sing,Fem,Pos,ADJ,Strong,optischen:5 | optischer:2
optisch,Dat,Plur,Fem,Pos,ADJ,Strong,optischen:11 | optische:1
organisatorisch,Acc,Plur,Fem,Pos,ADJ,Strong,organisatorische:2 | organisatorischen:1
organisch,Dat,Plur,Neut,Pos,ADJ,Strong,organische:1 | organischen:1
organisieren,Dat,Sing,Neut,Pos,ADJ,Weak,organisierenden:1 | organisierten:1
organisieren,Dat,Sing,Fem,Pos,ADJ,Strong,organisierten:4 | organisierter:3
orientieren,Dat,Sing,Fem,Pos,ADJ,Strong,internet-orientierten:1 | orientierten:1 | volumen-orientierter:1
parlamentarisch,Dat,Sing,Fem,Pos,ADJ,Weak,parlamentarische:1 | parlamentarischen:1
passen,Dat,Sing,Neut,Pos,ADJ,Strong,passendem:1 | passenden:1
pauschal,Dat,Sing,Masc,Pos,ADJ,Strong,pauschalem:1 | pauschalen:1
pazifisch,Dat,Sing,Masc,Pos,ADJ,Weak,asiatisch-pazifischen:16 | pazifischen:11
permanent,Dat,Sing,Fem,Pos,ADJ,Strong,permanenten:4 | permanenter:2
personalisieren,Acc,Plur,Fem,Pos,ADJ,Strong,personalisierte:1 | personalisierten:1
persönlich,Dat,Sing,Masc,Pos,ADJ,Strong,persönlichen:5 | persönlichem:3
persönlich,Dat,Sing,Fem,Pos,ADJ,Strong,persönlicher:6 | persönlichen:5 | persönliche:1
persönlich,Acc,Plur,Fem,Pos,ADJ,Strong,persönliche:3 | persönlichen:1
persönlich,Acc,Plur,Neut,Pos,ADJ,Strong,persönliche:5 | persönlichen:5
persönlich,Dat,Sing,Neut,Pos,ADJ,Strong,persönlichen:2 | persönlichem:1
persönlich,Acc,Plur,Masc,Pos,ADJ,Strong,persönliche:1 | persönlichen:1
physikalisch,Dat,Sing,Fem,Pos,ADJ,Strong,physikalischen:2 | physikalischer:1
physisch,Dat,Plur,Neut,Pos,ADJ,Strong,physischen:4 | nicht-physischen:1
planen,Dat,Sing,Fem,Pos,ADJ,Strong,geplanten:9 | geplanter:3
planen,Acc,Sing,Fem,Pos,ADJ,Weak,geplante:105 | geplanten:1
planen,Acc,Plur,Neut,Pos,ADJ,Strong,geplante:1 | geplanten:1
planen,Acc,Plur,Masc,Pos,ADJ,Strong,geplante:5 | geplanten:1
plötzlich,Dat,Sing,Fem,Pos,ADJ,Strong,plötzlichen:1 | plötzlicher:1
politisch,Dat,Sing,Masc,Pos,ADJ,Strong,politischen:6 | politischem:1
politisch,Acc,Plur,Fem,Pos,ADJ,Strong,politische:12 | politischen:2
politisch,Dat,Sing,Fem,Pos,ADJ,Strong,politischer:7 | politischen:2
politisch,Dat,Sing,Neut,Pos,ADJ,Strong,politischem:1 | politischen:1
politisch,Acc,Plur,Masc,Pos,ADJ,Strong,politische:4 | politischen:1
populär,Dat,Sing,,Pos,ADJ,Strong,populärem:2 | populären:1
positiv,Dat,Sing,Fem,Pos,ADJ,Strong,positiven:9 | positiver:2
positiv,Acc,Plur,Fem,Pos,ADJ,Strong,positiven:2 | positive:1
positiv,Dat,Sing,Neut,Pos,ADJ,Strong,positiven:10 | positivem:1
praktisch,Acc,Plur,Fem,Pos,ADJ,Strong,praktische:2 | praktischen:1
praktisch,Dat,Sing,Fem,Pos,ADJ,Strong,praktischen:2 | praktischer:1
preisgünstig,Dat,Sing,Fem,Pos,ADJ,Strong,preisgünstigen:2 | preisgünstiger:1
preiswert,Dat,Sing,Fem,Pos,ADJ,Strong,preiswerten:1 | preiswerter:1
privat,Acc,Sing,Fem,Pos,ADJ,Strong,private:18 | privaten:1
privat,Acc,Plur,Masc,Pos,ADJ,Strong,private:43 | privaten:2
privat,Dat,Sing,Fem,Pos,ADJ,Strong,privaten:8 | privater:6 | privatem:1
privat,Acc,Plur,Fem,Pos,ADJ,Strong,private:16 | privaten:1
privat,Dat,Sing,Masc,Pos,ADJ,Strong,privaten:8 | privatem:4
privat,Dat,Sing,Neut,Pos,ADJ,Strong,privatem:6 | privaten:6
produzieren,Acc,Sing,Masc,Pos,ADJ,Weak,produzierenden:1 | produzierten:1
professionell,Dat,Sing,Masc,Pos,ADJ,Weak,professionellen:7 | semi-professionellen:1
professionell,Dat,Sing,Neut,Pos,ADJ,Strong,professionellen:2 | professionellem:1
programmieren,Acc,Sing,Masc,Pos,ADJ,Strong,programmierten:2 | programmierenden:1
prominent,Dat,Sing,Fem,Pos,ADJ,Strong,prominenter:6 | prominenten:1
proprietär,Dat,Sing,Neut,Pos,ADJ,Strong,proprietären:3 | proprietärem:1
proprietär,Dat,Sing,Fem,Pos,ADJ,Strong,proprietären:1 | proprietärer:1
prozentig,Acc,Sing,Fem,Pos,ADJ,Strong,100-prozentige:4 | 11-prozentige:1 | 300-prozentige:1 | 75-prozentige:1
prozentig,Acc,Sing,Fem,Pos,ADJ,Weak,20-prozentige:1 | 50-prozentige:1
prozentig,Acc,Sing,Masc,Pos,ADJ,Strong,"17,8-prozentigen:1 | 18-prozentigen:1 | 2,5-prozentigen:1 | 49-prozentigen:1 | 5-prozentigen:1 | 50-prozentigen:1 | 58-prozentigen:1 | 67-prozentigen:1"
prozentig,Dat,Sing,Fem,Pos,ADJ,Strong,50-prozentigen:2 | 10-prozentigen:1 | 20-prozentigen:1 | 40-prozentiger:1 | 5-prozentigen:1 | 51-prozentigen:1 | 54-prozentigen:1 | 7-prozentigen:1
prozentig,Dat,Sing,Masc,Pos,ADJ,Strong,19-prozentigen:1 | 20-prozentigen:1 | 40-prozentigen:1
psychologisch,Dat,Sing,Masc,Pos,ADJ,Strong,psychologischem:1 | psychologischen:1
qualifizieren,Acc,Plur,Masc,Pos,ADJ,Strong,qualifizierte:5 | qualifizierten:1
qualifizieren,Dat,Sing,Fem,Pos,ADJ,Strong,qualifizierten:1 | qualifizierter:1
rasant,Dat,Sing,Neut,Pos,ADJ,Strong,rasanten:2 | rasantem:1
real,Dat,Sing,Neut,Pos,ADJ,Strong,realen:2 | realem:1
real,Dat,Plur,Masc,Pos,ADJ,Strong,realen:3 | reale:1
real,Dat,Sing,Masc,Pos,ADJ,Strong,realen:3 | realem:2
realistisch,Dat,Sing,Fem,Pos,ADJ,Strong,realistischer:3 | realistischen:2
rechtlich,Dat,Plur,Fem,Pos,ADJ,,rechtlichen:10 | öffentlich-rechtlichen:4
rechtlich,Dat,Sing,Fem,Pos,ADJ,Weak,rechtlichen:1 | rechtlicher:1
rechtlich,Acc,Plur,Neut,Pos,ADJ,Strong,rechtlichen:1 | öffentlich-rechtliche:1 | öffentlich-rechtlichen:1
rechtlich,Acc,Plur,Neut,Pos,ADJ,Weak,rechtlichen:2 | öffentlich-rechtlichen:2
rechtlich,Acc,Sing,Fem,Pos,ADJ,Strong,rechtliche:10 | öffentlich-rechtliche:2
rechtlich,Acc,Plur,Masc,Pos,ADJ,Weak,rechtlichen:4 | öffentlich-rechtlichen:1
rechtlich,Acc,Plur,Masc,Pos,ADJ,Strong,rechtliche:4 | rechtlichen:1 | öffentlich-rechtliche:1
rechtlich,Dat,Sing,Masc,Pos,ADJ,Weak,öffentlich-rechtlichen:6 | rechtlichen:4
rechtlich,Acc,Plur,Fem,Pos,ADJ,Strong,rechtliche:11 | rechtlichen:2
rechtlich,Acc,Plur,Fem,Pos,ADJ,Weak,rechtlichen:7 | öffentlich-rechtlichen:2
rechtlich,Acc,Sing,Masc,Pos,ADJ,,rechtlichen:9 | öffentlich-rechtlichen:5
rechtlich,Dat,Plur,Masc,Pos,ADJ,Strong,rechtlichen:14 | materiell-rechtlichen:1 | rechtliche:1 | öffentlich-rechtlichen:1
rechtlich,Dat,Plur,Masc,Pos,ADJ,Weak,öffentlich-rechtlichen:3 | rechtlichen:1
rechtlich,Acc,Sing,Neut,Pos,ADJ,Weak,öffentlich-rechtliche:2 | rechtliche:1
rechtskräftig,Dat,Sing,Neut,Pos,ADJ,Strong,rechtskräftigem:1 | rechtskräftigen:1
rechtsradikal,Dat,Sing,Masc,Pos,ADJ,Strong,rechtsradikalem:2 | rechtsradikalen:1
regelmäßig,Acc,Plur,Masc,Pos,ADJ,Strong,regelmässige:1 | regelmäßige:1
regelrecht,Dat,Sing,Fem,Pos,ADJ,Strong,regelrechten:1 | regelrechter:1
regional,Acc,Plur,Fem,Pos,ADJ,Strong,regionale:8 | regionalen:1
regional,Dat,Sing,Fem,Pos,ADJ,Strong,regionaler:5 | regionalen:1
regional,Dat,Sing,Neut,Pos,ADJ,Strong,regionalem:1 | regionalen:1
rein,Dat,Sing,Fem,Pos,ADJ,Strong,reinen:5 | reiner:5 | reine:1
rein,Dat,Sing,Neut,Pos,ADJ,,reinen:10 | reinem:3
rein,Dat,Sing,Masc,Pos,ADJ,Strong,reinen:3 | reinem:1
relevant,Acc,Plur,Fem,Pos,ADJ,Weak,relevanten:6 | relevante:1
relevant,Dat,Plur,Neut,Pos,ADJ,Weak,internet-relevanten:1 | relevanten:1
relevant,Acc,Plur,Neut,Pos,ADJ,Strong,relevante:2 | castor-relevante:1
repräsentativ,Dat,Sing,Fem,Pos,ADJ,Strong,repräsentativen:5 | repräsentativer:1
repräsentativ,Acc,Sing,Fem,Pos,ADJ,Strong,repräsentative:2 | repräsentativen:1
richterlich,Dat,Sing,Fem,Pos,ADJ,Strong,richterlicher:4 | richterlichen:2
richterlich,Dat,Sing,Masc,Pos,ADJ,Strong,richterlichem:1 | richterlichen:1
richtig,Dat,Sing,Fem,Pos,ADJ,Strong,richtigen:5 | richtiger:3
richtig,Dat,Sing,Masc,Pos,ADJ,Strong,richtigen:3 | richtigem:1
riesig,Dat,Sing,Masc,Pos,ADJ,Strong,riesigen:4 | riesigem:3
riesig,Dat,Sing,Neut,Pos,ADJ,Strong,riesigen:5 | riesigem:1
rosig,Dat,Sing,Neut,Pos,ADJ,Strong,rosigem:1 | rosigen:1
rot,Acc,Plur,Fem,Pos,ADJ,Weak,roten:41 | rote:3
rot,Acc,Sing,Masc,Pos,ADJ,Strong,roten:2 | rot:1
rot,Dat,Sing,Masc,Pos,ADJ,Strong,rotem:3 | roten:1
rot,Dat,Sing,Neut,Pos,ADJ,Strong,roten:2 | rotem:1
rot,Dat,Sing,Fem,,PROPN,,rote:1 | roten:1
rot,Dat,Sing,Fem,Pos,ADJ,Strong,roten:4 | roter:2
russisch,Dat,Plur,Masc,Pos,ADJ,Strong,russischen:6 | russische:1
russisch,Dat,Sing,Fem,Pos,ADJ,Strong,russischen:1 | russischer:1
russisch,Acc,Plur,Neut,Pos,ADJ,Strong,russische:1 | russischen:1
römisch,Dat,Sing,Fem,Pos,ADJ,Strong,römischen:2 | römischer:2
römisch,Dat,Sing,Neut,Pos,ADJ,Strong,römisch:1 | römischen:1
rückläufig,Dat,Sing,Masc,Pos,ADJ,Strong,rückläufigem:1 | rückläufigen:1
scharf,Dat,Sing,Masc,Pos,ADJ,Strong,scharfen:6 | scharfem:4
scharf,Dat,Sing,Fem,Pos,ADJ,Strong,scharfer:8 | scharfen:1
scharf,Dat,Sing,Masc,Sup,ADJ,Strong,schärfstem:1 | schärfsten:1
scheitern,Dat,Sing,Fem,Pos,ADJ,Weak,gescheiterten:5 | scheiternden:1
scheitern,Acc,Sing,Masc,Pos,ADJ,Strong,gescheiterten:1 | scheiternden:1
schick,Dat,Sing,Neut,Pos,ADJ,Strong,schickem:3 | schicken:1
schlecht,Dat,Sing,Fem,Pos,ADJ,Strong,schlechter:10 | schlechten:3 | schlechte:1
schlecht,Dat,Sing,Masc,Pos,ADJ,Strong,schlechten:5 | schlechtem:1
schlecht,Dat,Sing,Neut,Pos,ADJ,Strong,schlechtem:4 | schlechten:1
schließen,Dat,Sing,Masc,Pos,ADJ,Strong,geschlossenen:3 | schließenden:1
schließen,Dat,Sing,Fem,Pos,ADJ,Weak,geschlossenen:1 | schließenden:1
schließen,Acc,Sing,Fem,Pos,ADJ,Weak,geschlossene:1 | schließende:1
schnell,Dat,Sing,Fem,Pos,ADJ,Strong,schnellen:13 | schneller:10
schnell,Dat,Sing,Fem,Pos,ADJ,Weak,schnellen:16 | schnelle:1
schnell,Dat,Sing,Fem,Cmp,ADJ,Strong,schnelleren:3 | schnellerer:2
schnell,Dat,Plur,Masc,Pos,ADJ,Strong,schnellen:18 | 400-kbit-schnellen:1
schnell,Acc,Plur,Masc,Pos,ADJ,Strong,schnelle:10 | schnellen:1
schnell,Acc,Plur,Neut,Pos,ADJ,Strong,schnelle:4 | megabit-schnelle:1
schnell,Acc,Plur,Neut,Pos,ADJ,Weak,schnellen:2 | 2-mbit/s-schnellen:1
schnell,Dat,Sing,Masc,Pos,ADJ,Strong,schnellem:11 | schnellen:9
schnell,Dat,Sing,Masc,Cmp,ADJ,Strong,schnellerem:6 | schnelleren:4
schnell,Dat,Sing,Neut,Pos,ADJ,Strong,schnellen:5 | schnellem:2
schnell,Dat,Sing,,Pos,ADJ,Weak,schnellem:1 | schnellen:1
schriftlich,Dat,Sing,Fem,Pos,ADJ,Strong,schriftlicher:4 | schriftlichen:2
schrumpfen,Dat,Sing,Fem,Pos,ADJ,Strong,geschrumpften:1 | schrumpfenden:1
schwach,Dat,Sing,Masc,Pos,ADJ,Strong,schwachem:5 | schwachen:5
schwach,Dat,Sing,Fem,Cmp,ADJ,Strong,schwächeren:2 | schwächerer:2
schwach,Dat,Sing,Fem,Pos,ADJ,Strong,schwacher:3 | schwachen:2
schwarz,Dat,Sing,Neut,,PROPN,,schwarzen:2 | schwarzem:1
schwarz,Dat,Sing,Masc,Pos,ADJ,Strong,schwarzen:2 | schwarzem:1
schwarz,Dat,Sing,Neut,Pos,ADJ,Strong,schwarzem:1 | schwarzen:1
schwedisch,Dat,Sing,Fem,Pos,ADJ,Weak,schwedischen:13 | norwegisch-schwedischen:1
schwedisch,Dat,Sing,Fem,Pos,ADJ,Strong,schwedischen:1 | schwedischer:1
schweizerisch,Acc,Sing,Fem,Pos,ADJ,Weak,schweizerische:4 | deutsch-schweizerische:1
schwer,Acc,Sing,Fem,Pos,ADJ,Strong,schwere:12 | 2-milliarden-dollar-schwere:1 | millionen-schwere:1
schwer,Dat,Sing,Masc,Pos,ADJ,Strong,schweren:4 | schwerem:1
schwer,Dat,Sing,Fem,Pos,ADJ,Strong,schweren:4 | schwerer:3
schwer,Dat,Sing,Neut,Pos,ADJ,Strong,schwerem:1 | schweren:1
schwerwiegend,Dat,Sing,Fem,Pos,ADJ,Strong,schwerwiegenden:1 | schwerwiegender:1
schwierig,Dat,Sing,Fem,Pos,ADJ,Strong,schwierigen:6 | schwieriger:2
schwierig,Dat,Sing,Neut,Pos,ADJ,Strong,schwierigen:5 | schwierigem:1
schön,Dat,Sing,Neut,Pos,ADJ,Strong,schönem:4 | schönen:1
schön,Acc,Plur,Fem,Pos,ADJ,Strong,schöne:3 | schönen:1
schützen,Dat,Plur,Neut,Pos,ADJ,Strong,geschützten:12 | copyright-geschützten:1
schützen,Dat,Sing,Fem,Pos,ADJ,Strong,geschützten:3 | copyright-geschützter:1
schützen,Acc,Sing,Fem,Pos,ADJ,Strong,geschützte:4 | schützende:1 | ssl-geschützter:1
sein,Dat,Sing,Masc,,DET,,seinem:607 | seinen:4
sein,Dat,Sing,Neut,,DET,,seinem:433 | seines:1
sein,Dat,Plur,Masc,,DET,,seinen:40 | seine:1 | seiner:1
sein,Dat,Sing,Fem,,DET,,seiner:1391 | seine:3
sein,Dat,Plur,Neut,,DET,,seinen:8 | seine:1
sein,Dat,Plur,,,DET,,seinen:674 | seine:1
sein,Dat,,,,DET,,seinem:2 | seine:1
selb,Dat,Sing,Masc,Pos,ADJ,Weak,selben:63 | selbem:1
selten,Dat,Sing,Fem,Pos,ADJ,Strong,seltenen:2 | seltener:1
selten,Dat,,,Pos,ADJ,Strong,selten:1 | seltener:1
separat,Dat,Sing,Masc,Pos,ADJ,Strong,separaten:7 | separatem:2
separat,Dat,Sing,Fem,Pos,ADJ,Strong,separaten:6 | separater:1
seriell,Dat,Plur,Fem,Pos,ADJ,Strong,serielle:1 | seriellen:1
seriös,Acc,Plur,Fem,Pos,ADJ,Strong,seriöse:1 | seriösen:1
sexuell,Dat,Sing,Masc,Pos,ADJ,Strong,sexuellem:3 | sexuellen:2
sexuell,Dat,Sing,Fem,Pos,ADJ,Strong,sexueller:2 | sexuellen:1
sicher,Dat,Sing,Fem,Pos,ADJ,Strong,sicherer:6 | sicheren:3
sicher,Dat,Sing,Neut,Pos,ADJ,Strong,sicherem:1 | sicheren:1
sichtbar,Dat,Sing,Fem,Pos,ADJ,Strong,sichtbaren:2 | sichtbarer:2
sinken,Dat,Plur,Masc,Pos,ADJ,,sinkenden:12 | gesunkenen:4
sinken,Acc,Plur,Masc,Pos,ADJ,Strong,sinkende:7 | gesunkene:1
sinken,Acc,Sing,Masc,Pos,ADJ,Strong,gesunkenen:1 | sinkenden:1
sinken,Dat,Sing,Fem,Pos,ADJ,Weak,gesunkenen:1 | sinkenden:1
sofortig,Dat,Sing,Fem,Pos,ADJ,Strong,sofortiger:33 | sofortigen:2
sogenannt,Dat,Sing,Masc,Pos,ADJ,Weak,sogenannten:3 | sogenannte:1
solch,Dat,Sing,Masc,,ADJ,Strong,solchen:22 | solchem:1
solch,Dat,Sing,Fem,,ADJ,Strong,solchen:31 | ebensolchen:1 | solcher:1
solch,Acc,Plur,,,ADJ,Strong,solche:16 | solchen:3
solch,Dat,Plur,,,ADJ,Strong,solchen:11 | solche:1
