Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
Sondernachfrage,Dat,Sing,Fem,,NOUN,,Sondernachfrage:1
Sondernummer,Dat,Plur,,,NOUN,,Sondernummern:1
Sondernummer,Acc,Plur,,,NOUN,,Sondernummern:1
Sonderpolizei,Acc,Sing,Fem,,NOUN,,Sonderpolizei:1
Sonderposten,Dat,Plur,,,NOUN,,Sonderposten:3
Sonderposten,Acc,Sing,,,NOUN,,Sonderposten:1
Sonderposten,Dat,Sing,,,NOUN,,Sonderposten:2
Sonderpostenmarkt,Dat,Sing,Masc,,NOUN,,Sonderpostenmarkt:1
Sonderpreis,Acc,Sing,Masc,,NOUN,,Sonderpreis:5
Sonderpreis,Dat,Plur,,,NOUN,,Sonderpreisen:1
Sonderpreis,Dat,Sing,Masc,,NOUN,,Sonderpreis:4
Sonderprogramm,Acc,Sing,Neut,,NOUN,,Sonderprogramm:1
Sonderprogramm,Acc,Plur,,,NOUN,,Sonderprogramme:1
Sonderprüfung,Acc,Sing,Fem,,NOUN,,Sonderprüfung:5
Sonderprüfung,Dat,Sing,Fem,,NOUN,,Sonderprüfung:1
Sonderprüfung,Dat,Plur,,,NOUN,,Sonderprüfungen:1
Sonderrabatt,Dat,Plur,,,NOUN,,Sonderrabatten:1
Sonderregelung,Dat,Plur,,,NOUN,,Sonderregelungen:3
Sonderregelung,Acc,Plur,,,NOUN,,Sonderregelungen:1
Sonderrubrik,Acc,Sing,Fem,,NOUN,,Sonderrubrik:1
Sonderrufnummer,Acc,Plur,,,NOUN,,Sonderrufnummern:1
Sonderrufnummer,Dat,Plur,,,NOUN,,Sonderrufnummern:1
Sonderschau,Acc,Sing,Fem,,NOUN,,Sonderschau:1
Sonderseite,Acc,Plur,,,NOUN,,Sonderseiten:1
Sondershausen,Dat,Sing,Neut,,PROPN,,Sondershausen:1
Sondersitzung,Dat,Sing,Fem,,NOUN,,Sondersitzung:4
Sondersitzung,Acc,Sing,Fem,,NOUN,,Sondersitzung:1
Sonderstellung,Acc,Sing,Fem,,NOUN,,Sonderstellung:1
Sonderstellung,Dat,Sing,Fem,,NOUN,,Sonderstellung:1
Sondersteuereinnahme,Dat,Plur,,,NOUN,,Sondersteuereinnahmen:1
Sondertagung,Dat,Sing,Fem,,NOUN,,Sondertagung:1
Sondertarif,Acc,Plur,,,NOUN,,Sondertarife:2
Sondertarif,Dat,Plur,,,NOUN,,Sondertarifen:2
Sondertarif,Dat,Sing,Masc,,NOUN,,Sondertarif:1
Sondertaste,Dat,Plur,,,NOUN,,Sondertasten:1
Sondertreffen,Dat,Sing,Neut,,NOUN,,Sondertreffen:2
Sonderveranstaltung,Dat,Plur,,,NOUN,,Sonderveranstaltungen:1
Sondervereinbarung,Acc,Sing,Fem,,NOUN,,Sondervereinbarung:1
Sonderverkauf,Acc,Plur,,,NOUN,,Sonderverkäufe:1
Sonderversion,Acc,Sing,Fem,,NOUN,,Sonderversion:1
Sondervotum,Dat,Sing,Neut,,NOUN,,Sondervotum:1
Sonderweg,Acc,Sing,Masc,,NOUN,,Sonderweg:2
Sonderweg,Dat,Sing,Masc,,NOUN,,Sonderweg:2
Sonderwunsch,Acc,Plur,,,NOUN,,Sonderwünsche:1
Sonderwünschen,Dat,Sing,Neut,,NOUN,,Sonderwünschen:1
Sonderzeichen,Dat,Plur,,,NOUN,,Sonderzeichen:3
Sonderzone,Dat,Sing,Fem,,NOUN,,Sonderzone:1
Sonderzug,Acc,Plur,,,NOUN,,Sonderzüge:1
Sondierung,Dat,Plur,,,NOUN,,Sondierungen:1
Sondierung,Acc,Sing,Fem,,NOUN,,Sondierung:2
Sondierungsbrief,Acc,Sing,Masc,,NOUN,,Sondierungsbrief:1
Sondierungsgespräch,Dat,Plur,,,NOUN,,Sondierungsgesprächen:1
Sondierungsgespräch,Acc,Sing,Neut,,NOUN,,Sondierungsgespräch:1
Sondierungspapier,Dat,Sing,Neut,,NOUN,,Sondierungspapier:1
Sondierungsphase,Dat,Sing,Fem,,NOUN,,Sondierungsphase:1
Sonera,Dat,Sing,,,PROPN,,Sonera:32
Sonera,Acc,Sing,,,PROPN,,Sonera:4
Song,Acc,Sing,Masc,,NOUN,,Song:31
Song,Acc,Plur,,,NOUN,,Songs:30
Song,Acc,Sing,Fem,,PROPN,,Song:1
Song,Acc,Plur,,,PROPN,,Song:1
Song,Dat,Sing,Masc,,NOUN,,Song:12
Song,Dat,Sing,Fem,,PROPN,,Song:1
Song,Dat,Plur,,,NOUN,,Songs:30
Song-Auswahl,Acc,Sing,Fem,,NOUN,,Song-Auswahl:1
Song-Eintrag,Dat,Plur,,,NOUN,,Song-Einträgen:1
Song-Filter,Dat,Plur,,,NOUN,,Song-Filtern:1
Song-Name,Acc,Sing,Masc,,NOUN,,Song-Namen:1
Songliste,Acc,Sing,Fem,,NOUN,,Songliste:1
Songschreiber,Acc,Sing,Masc,,NOUN,,Songschreiber:2
Songtext,Acc,Plur,,,NOUN,,Songtexte:1
Songtitel,Acc,Plur,,,NOUN,,Songtitel:2
Songwriter,Dat,Sing,Masc,,NOUN,,Songwriter:1
SonicBlue,Acc,Sing,,,PROPN,,SonicBlue:1
SonicBlue,Dat,Sing,,,PROPN,,SonicBlue:2
Sonnabend,Dat,Sing,Masc,,PROPN,,Sonnabend:1
Sonnabend,Dat,Sing,Masc,,NOUN,,Sonnabend:6
Sonnabend,Acc,Sing,Masc,,NOUN,,Sonnabend:2
Sonnabendmittag,Dat,Sing,Masc,,NOUN,,Sonnabendmittag:1
Sonne,Acc,Sing,Fem,,NOUN,,Sonne:3
Sonne,Dat,Sing,Fem,,NOUN,,Sonne:8
Sonne,Dat,Sing,Fem,,PROPN,,Sonne:1
Sonne,Acc,,,,NOUN,,Sonne:1
Sonne-Mitglied,Dat,Plur,,,NOUN,,Sonne-Mitgliedern:1
Sonnenaufgang,Acc,Sing,Masc,,NOUN,,Sonnenaufgang:1
Sonnenbrille,Acc,Sing,Fem,,NOUN,,Sonnenbrille:2
Sonnenbrille,Dat,Plur,,,NOUN,,Sonnenbrillen:1
Sonnendüne,Dat,Sing,Fem,,PROPN,,Sonnendüne:1
Sonnendüne,Acc,Plur,,,NOUN,,Sonnendüne:1
Sonneneinstrahlung,Dat,Sing,Fem,,NOUN,,Sonneneinstrahlung:1
Sonnenfleck,Dat,Plur,,,NOUN,,Sonnenflecken:2
Sonnengott,Acc,Sing,Masc,,NOUN,,Sonnengott:1
Sonneninsel,Dat,Sing,Fem,,NOUN,,Sonneninsel:1
Sonnenlicht,Dat,Sing,Neut,,NOUN,,Sonnenlicht:2
Sonnenlicht,Acc,Sing,Neut,,NOUN,,Sonnenlicht:1
Sonnenralle,Acc,Sing,Fem,,NOUN,,Sonnenralle:1
Sonnenschein,Dat,Sing,Masc,,NOUN,,Sonnenschein:3
Sonnenschein,Acc,Sing,Masc,,NOUN,,Sonnenschein:1
Sonnenschein,Acc,,,,NOUN,,Sonnenschein:1
Sonnenschutz,Dat,Sing,Masc,,NOUN,,Sonnenschutz:1
Sonnenseite,Acc,Sing,Fem,,NOUN,,Sonnenseite:1
Sonnenstrahl,Dat,Sing,Masc,,PROPN,,Sonnenstrahl:1
Sonnensturm,Acc,Plur,,,NOUN,,Sonnenstürme:1
Sonnensystem,Acc,Sing,Neut,,NOUN,,Sonnensystem:1
Sonnensystem,Acc,,,,NOUN,,Sonnensysteme:1
Sonnenuntergang,Dat,Sing,Masc,,NOUN,,Sonnenuntergang:1
Sonnet,Dat,Sing,,,PROPN,,Sonnet:10
Sonnet,Acc,Sing,,,PROPN,,Sonnet:1
Sonnet,Dat,,,,NOUN,,Sonnet:1
Sonnet-Angebot,Acc,Plur,,,NOUN,,Sonnet-Angebote:1
Sonnet-Einwahldatum,Acc,Plur,,,NOUN,,Sonnet-Einwahldaten:1
Sonnet-Flatrate,Dat,Sing,Fem,,NOUN,,Sonnet-Flatrate:3
Sonnet-Kunde,Dat,Plur,,,NOUN,,Sonnet-Kunden:1
Sonnet-Kunde,Acc,Plur,,,NOUN,,Sonnet-Kunden:1
Sonnet-Portal,Acc,Sing,Neut,,NOUN,,Sonnet-Portal:3
Sonnet-Sprecherin,Dat,Sing,Fem,,NOUN,,Sonnet-Sprecherin:1
Sonneveldt,Dat,,,,PROPN,,Sonneveldt:1
Sonntag,Dat,Sing,Masc,,PROPN,,Sonntag:15
Sonntag,Acc,Sing,Masc,,PROPN,,Sonntag:5
Sonntag,Dat,Plur,,,NOUN,,Sonntagen:4
Sonntag,Dat,Sing,Masc,,NOUN,,Sonntag:212 | SONNTAG:1
Sonntag,Acc,Sing,Masc,,NOUN,,Sonntag:10
Sonntagabend,Dat,Sing,Masc,,NOUN,,Sonntagabend:11
Sonntagmorgen,Dat,Sing,Masc,,NOUN,,Sonntagmorgen:2
Sonntagnachmittag,Dat,Sing,Masc,,NOUN,,Sonntagnachmittag:3
Sonntagnachmittag,Acc,Sing,Masc,,NOUN,,Sonntagnachmittag:1
Sonntags-Pauschal-Angebot,Dat,Sing,Neut,,NOUN,,Sonntags-Pauschal-Angebot:1
Sonntags-Pauschaltarif,Acc,Sing,Masc,,NOUN,,Sonntags-Pauschaltarif:1
Sonntags-Pauschaltarif,Dat,Sing,Masc,,NOUN,,Sonntags-Pauschaltarif:1
Sonntagsarbeit,Dat,Sing,Fem,,NOUN,,Sonntagsarbeit:1
Sonntagsausgabe,Dat,Sing,Fem,,NOUN,,Sonntagsausgabe:1
Sonntagspost,Dat,Sing,Fem,,PROPN,,Sonntagspost:1
Sonntagsrede,Dat,Plur,,,NOUN,,Sonntagsreden:1
Sonntagszeitung,Dat,Sing,Fem,,NOUN,,Sonntagszeitung:4
Sonntagszeitung,Dat,Plur,,,NOUN,,Sonntagszeitungen:1
Sonnwendfeier,Dat,Sing,Fem,,NOUN,,Sonnwendfeier:1
Sonny,Dat,Sing,Fem,,PROPN,,Sonny:1
Sonoma-Aktionär,Acc,Plur,,,NOUN,,Sonoma-Aktionäre:1
Sonork-Server,Acc,Sing,Masc,,NOUN,,Sonork-Server:1
Sonork-Team,Dat,Sing,Neut,,NOUN,,Sonork-Team:1
Sons,Dat,Sing,Masc,,PROPN,,Sons:1
Sony,Dat,Sing,,,PROPN,,Sony:179
Sony,Acc,Sing,,,PROPN,,Sony:32
Sony-Angabe,Dat,Plur,,,NOUN,,Sony-Angaben:1
Sony-Brenner,Dat,Sing,Masc,,NOUN,,Sony-Brenner:1
Sony-Brille,Acc,Plur,,,NOUN,,Sony-Brillen:1
Sony-Camcorder,Dat,Sing,Masc,,NOUN,,Sony-Camcorder:1
Sony-Chef,Dat,Sing,Masc,,NOUN,,Sony-Chef:2
Sony-Demo-DVD,Dat,Sing,Fem,,NOUN,,Sony-Demo-DVD:1
Sony-Entwicklung,Acc,Plur,,,NOUN,,Sony-Entwicklungen:1
Sony-Gerät,Dat,Sing,Neut,,NOUN,,Sony-Gerät:1
Sony-Kamera,Dat,Plur,,,NOUN,,Sony-Kameras:1
Sony-Kamera-Akku,Acc,Plur,,,NOUN,,Sony-Kamera-Akkus:1
Sony-Konzern,Dat,Sing,Masc,,NOUN,,Sony-Konzern:1
Sony-Marketingstrategie,Acc,Sing,Fem,,NOUN,,Sony-Marketingstrategie:1
Sony-Mitarbeiter,Dat,Plur,,,NOUN,,Sony-Mitarbeitern:1
Sony-Mitarbeiter,Acc,Sing,Masc,,NOUN,,Sony-Mitarbeiter:1
Sony-Mitteilung,Dat,Sing,Fem,,NOUN,,Sony-Mitteilung:1
Sony-Mobilgerät,Dat,Plur,,,NOUN,,Sony-Mobilgeräten:1
Sony-Modell,Dat,Plur,,,NOUN,,Sony-Modellen:1
Sony-Notebook,Dat,Sing,Neut,,NOUN,,Sony-Notebook:3
Sony-PDA,Dat,Plur,,,NOUN,,Sony-PDAs:1
Sony-PDA,Acc,Plur,,,NOUN,,Sony-PDAs:1
Sony-PDA,Acc,Sing,Masc,,NOUN,,Sony-PDA:1
Sony-PR,Dat,Sing,Fem,,NOUN,,Sony-PR:1
Sony-Pressemeldung,Dat,Sing,Fem,,NOUN,,Sony-Pressemeldung:1
Sony-Produktmanager,Dat,Sing,Masc,,NOUN,,Sony-Produktmanager:1
Sony-Präsentation,Acc,Sing,Fem,,NOUN,,Sony-Präsentation:1
Sony-Präsident,Dat,Sing,Masc,,NOUN,,Sony-Präsident:1
Sony-Roboter,Acc,Sing,Masc,,NOUN,,Sony-Roboter:1
Sony-Spielzeug,Acc,Sing,Neut,,NOUN,,Sony-Spielzeug:1
Sony-Stand,Dat,Sing,Masc,,NOUN,,Sony-Stand:1
Sony-Videospielkonsole,Acc,Sing,Fem,,NOUN,,Sony-Videospielkonsole:1
Sony-Webseite,Dat,Plur,,,NOUN,,Sony-Webseiten:1
Sooni,Dat,Sing,Masc,,PROPN,,Sooni:2
Soparkar,Acc,Sing,Neut,,PROPN,,Soparkar:1
Sophos-Liste,Dat,Sing,Fem,,NOUN,,Sophos-Liste:1
Sopranistin,Dat,Sing,Fem,,NOUN,,Sopranistin:1
Sora,Dat,Sing,Neut,,PROPN,,Sora:1
Sorenson-Video-Codec,Acc,,,,PROPN,,Sorenson-Video-Codec:1
Sorge,Acc,Plur,,,NOUN,,Sorgen:8
Sorge,Dat,Sing,Fem,,NOUN,,Sorge:33
Sorge,Dat,Plur,,,NOUN,,Sorgen:3
Sorge,Acc,Sing,Fem,,NOUN,,Sorge:5
Sorge,Acc,,,,NOUN,,Sorge:1
Sorgen,Acc,Sing,Neut,,NOUN,,Sorgen:1
Sorgenfalte,Acc,Plur,,,NOUN,,Sorgenfalten:1
Sorgenkind,Dat,Plur,,,NOUN,,Sorgenkindern:2
Sorgenkind,Dat,Sing,Neut,,NOUN,,Sorgenkind:1
Sorgfalt,Acc,Sing,Fem,,NOUN,,Sorgfalt:2
Sorgfalt,Dat,Sing,Fem,,NOUN,,Sorgfalt:2
Sorgfaltspflicht,Dat,Sing,Fem,,NOUN,,Sorgfaltspflicht:1
Sorglosigkeit,Acc,,,,NOUN,,Sorglosigkeit:1
Sorgues,Dat,Sing,Neut,,PROPN,,Sorgues:1
Soribada-Seite,Dat,Plur,,,NOUN,,Soribada-Seiten:1
Sorte,Dat,Plur,,,NOUN,,Sorten:1
Sorte,Dat,Sing,Fem,,NOUN,,Sorte:3
Sortieren,Dat,Sing,Neut,,NOUN,,Sortieren:1
Sortieren,Acc,Sing,Neut,,NOUN,,Sortieren:1
Sortierfunktion,Acc,Plur,,,NOUN,,Sortierfunktionen:1
Sortiment,Acc,Sing,Neut,,NOUN,,Sortiment:5
Sortiment,Dat,Sing,Neut,,NOUN,,Sortiment:18
Sortiment,Acc,Plur,,,NOUN,,Sortimente:1
Sortimentsbereinigung,Acc,Sing,Fem,,NOUN,,Sortimentsbereinigung:1
Sortimentsbreite,Dat,Sing,Fem,,NOUN,,Sortimentsbreite:1
Sosau,Dat,Sing,Neut,,PROPN,,Sosau:1
Sotalia,Dat,Sing,Fem,,PROPN,,Sotalia:1
Sou,Dat,Sing,Masc,,PROPN,,Sou:1
Sound,Dat,Plur,,,PROPN,,Sound:2
Sound,Acc,Sing,Masc,,NOUN,,Sound:4
Sound,Dat,Sing,Masc,,NOUN,,Sound:4
Sound,Dat,Plur,,,NOUN,,Sounds:1
Sound-Ausgang,Acc,Sing,Masc,,NOUN,,Sound-Ausgang:1
Sound-Chip,Dat,Sing,Masc,,NOUN,,Sound-Chip:1
Sound-Datei,Acc,Plur,,,NOUN,,Sound-Dateien:1
Sound-Decodierung,Acc,Sing,Fem,,NOUN,,Sound-Decodierung:1
Sound-Designer,Dat,Plur,,,NOUN,,Sound-Designern:1
Sound-Fonts,Acc,,,,NOUN,,Sound-Fonts:1
Sound-Hardware,Acc,Sing,Fem,,NOUN,,Sound-Hardware:1
Sound-Sample,Dat,Plur,,,NOUN,,Sound-Samples:1
Sound-System,Dat,Sing,Neut,,NOUN,,Sound-System:1
SoundFont-Format,Acc,Sing,Neut,,NOUN,,SoundFont-Format:1
SoundScan,Dat,Sing,,,PROPN,,SoundScan:1
Soundblaster,Dat,Sing,,,NOUN,,Soundblaster:1
Soundblaster,Acc,Plur,,,NOUN,,Soundblaster:1
Soundblaster-Karte,Dat,Sing,Fem,,NOUN,,Soundblaster-Karte:1
Soundblaster-Karte,Acc,Sing,Fem,,NOUN,,Soundblaster-Karte:1
Soundblaster-Karte,Acc,Plur,,,NOUN,,Soundblaster-Karten:1
Soundblaster-Live-1024!-Soundkarte,Dat,Sing,Fem,,NOUN,,Soundblaster-Live-1024!-Soundkarte:3
Soundblaster-Live-Soundkarte,Dat,Plur,,,NOUN,,Soundblaster-Live-Soundkarten:1
Soundblaster-PCI128-Soundkarte,Dat,Plur,,,NOUN,,Soundblaster-PCI128-Soundkarten:1
Soundblaster-Standard,Dat,Sing,Masc,,NOUN,,Soundblaster-Standard:1
Soundchip,Acc,Sing,Masc,,NOUN,,Soundchip:2
Soundclip,Dat,Plur,,,NOUN,,Soundclips:1
Soundfile,Acc,Sing,Neut,,NOUN,,Soundfile:1
Soundkarte,Acc,Sing,Fem,,NOUN,,Soundkarte:8
Soundkarte,Acc,Plur,,,NOUN,,Soundkarten:1
Soundkarte,Dat,Sing,Fem,,NOUN,,Soundkarte:4
Soundkarte,Dat,Plur,,,NOUN,,Soundkarten:2
Soundkartenbereich,Dat,Sing,Masc,,NOUN,,Soundkartenbereich:1
Soundlevel,Dat,Sing,,,NOUN,,Soundlevel:1
Soundsystem,Dat,Plur,,,NOUN,,Soundsystemen:1
Source,Dat,Sing,Fem,,NOUN,,Source:1
Source,Dat,Sing,Fem,,PROPN,,Source:1
Source-Code,Acc,Sing,Masc,,NOUN,,Source-Code:16
Source-Code,Dat,Sing,Masc,,NOUN,,Source-Code:6
Source-Code,Acc,Plur,,,NOUN,,Source-Codes:1
Source-Code-Lizenz,Acc,Sing,Fem,,NOUN,,Source-Code-Lizenz:2
Source-Code-Paket,Acc,Sing,Neut,,NOUN,,Source-Code-Paket:1
Source-Distribution,Acc,Sing,Fem,,NOUN,,Source-Distribution:1
Sourcecode,Acc,Sing,Masc,,NOUN,,Sourcecode:9
Sourcecode,Dat,Sing,Masc,,NOUN,,Sourcecode:2
Sourcecode-Lizenz,Acc,Sing,Fem,,NOUN,,Sourcecode-Lizenz:3
Sourcen,Acc,Sing,Fem,,NOUN,,Sourcen:1
Sourcen,Dat,Plur,,,NOUN,,Sourcen:1
Sousaphonisten,Acc,Sing,Masc,,NOUN,,Sousaphonisten:1
South,Dat,Sing,Neut,,PROPN,,South:7
South,Dat,Sing,Fem,,PROPN,,South:1
Southampton,Dat,Sing,Neut,,PROPN,,Southampton:1
Southbridge,Dat,Sing,Neut,,NOUN,,Southbridge:2
Southern,Dat,Plur,,,PROPN,,Southern:1
Southey,Acc,Sing,Masc,,PROPN,,Southey:1
Southsea,Dat,Sing,Neut,,PROPN,,Southsea:1
Southwark,Dat,Sing,Masc,,PROPN,,Southwark:1
Southwest,Acc,Sing,Fem,,PROPN,,Southwest:1
Southwestern,Acc,Plur,,,PROPN,,Southwestern:1
Souvenirverkauf,Dat,Sing,Masc,,NOUN,,Souvenirverkauf:1
Souveränität,Acc,Sing,Fem,,NOUN,,Souveränität:3
Souveränität,Dat,Sing,Fem,,NOUN,,Souveränität:2
Souveränitätsanspruch,Acc,Plur,,,NOUN,,Souveränitätsansprüche:1
Souveränitätsrecht,Acc,Plur,,,NOUN,,Souveränitätsrechte:1
Sowjet,Dat,Plur,,,PROPN,,Sowjets:1
Sowjetrepublik,Acc,Sing,Fem,,PROPN,,Sowjetrepublik:1
Sowjetrußland,Acc,Sing,Neut,,PROPN,,Sowjetrussland:1
Sowjetunion,Dat,Sing,Fem,,PROPN,,Sowjetunion:5
Sowjetunion,Acc,Sing,Fem,,PROPN,,Sowjetunion:2
Sowjetzeit,Dat,Plur,,,NOUN,,Sowjetzeiten:1
Sox,Acc,Sing,Masc,,PROPN,,Sox:1
Soyabohnen,Acc,Plur,,,NOUN,,Soyabohnen:1
Soyen,Dat,Sing,Fem,,PROPN,,Soyen:1
Sozial-Informationssystem,Acc,Sing,Neut,,NOUN,,Sozial-Informationssystem:1
Sozial-Informationssystem,Dat,Sing,Neut,,NOUN,,Sozial-Informationssystem:1
Sozial-Messe,Dat,Sing,Fem,,NOUN,,Sozial-Messe:1
Sozialabbau,Acc,Sing,Masc,,NOUN,,Sozialabbau:1
Sozialabgabelasten,Dat,Sing,Neut,,NOUN,,Sozialabgabelasten:1
Sozialamt,Dat,Sing,Neut,,NOUN,,Sozialamt:1
Sozialdemokrat,Dat,Plur,,,NOUN,,Sozialdemokraten:4
Sozialdemokrat,Acc,Plur,,,NOUN,,Sozialdemokraten:1
Sozialdemokrat,Dat,Plur,,,PROPN,,Sozialdemokraten:1
Sozialdemokratie,Dat,Sing,Fem,,NOUN,,Sozialdemokratie:1
Soziale,Acc,Sing,Neut,,PROPN,,Soziales:1
Sozialengagement,Dat,Sing,Neut,,NOUN,,Sozialengagement:1
Sozialfonds,Acc,Sing,Masc,,NOUN,,Sozialfonds:1
Sozialgesetz,Dat,Plur,,,NOUN,,Sozialgesetzen:1
Sozialgesetzbuch,Dat,Sing,Neut,,NOUN,,Sozialgesetzbuch:1
Sozialhilfe,Acc,Sing,Fem,,NOUN,,Sozialhilfe:1
Sozialhilfeempfänger,Dat,Plur,,,NOUN,,Sozialhilfeempfängern:1
Sozialismus,Dat,Sing,Masc,,NOUN,,Sozialismus:1
Sozialismus,Acc,Sing,Masc,,NOUN,,Sozialismus:1
Sozialist,Dat,Plur,,,PROPN,,Sozialisten:1
Sozialkasse,Dat,Sing,Fem,,NOUN,,Sozialkasse:1
Sozialkrise,Acc,Sing,Fem,,PROPN,,Sozialkrise:1
Sozialleben,Acc,Sing,Neut,,NOUN,,Sozialleben:1
Soziallehre,Acc,Sing,Fem,,NOUN,,Soziallehre:1
Sozialleistungsträger,Dat,Plur,,,NOUN,,Sozialleistungsträgern:1
Sozialminister,Dat,Sing,Masc,,NOUN,,Sozialminister:1
Sozialmodell,Dat,Sing,Neut,,NOUN,,Sozialmodell:1
Sozialpartner,Acc,Plur,,,NOUN,,Sozialpartner:1
Sozialpartner,Dat,Plur,,,NOUN,,Sozialpartnern:2
Sozialplan,Acc,Sing,Masc,,NOUN,,Sozialplan:12
Sozialplan,Dat,Sing,Masc,,NOUN,,Sozialplan:2
Sozialplan,Dat,Plur,,,NOUN,,Sozialplänen:1
Sozialplan,Acc,Plur,,,NOUN,,Sozialpläne:1
Sozialpolitik,Dat,Sing,Fem,,NOUN,,Sozialpolitik:1
Sozialpädagogik,Acc,Sing,Fem,,PROPN,,Sozialpädagogik:1
Sozialraum,Dat,Sing,Masc,,NOUN,,Sozialraum:1
Sozialstaatsgebot,Dat,Sing,Neut,,NOUN,,Sozialstaatsgebot:1
Sozialstatus,Dat,Sing,Masc,,NOUN,,Sozialstatus:1
Sozialstruktur,Dat,Sing,Fem,,NOUN,,Sozialstruktur:1
Sozialtarif,Acc,Plur,,,NOUN,,Sozialtarife:1
Sozialverhalten,Acc,Sing,Neut,,NOUN,,Sozialverhalten:1
Sozialversicherung,Dat,Sing,Fem,,NOUN,,Sozialversicherung:2
Sozialversicherung,Dat,Plur,,,NOUN,,Sozialversicherungen:1
Sozialversicherungsnummer,Acc,Sing,Fem,,NOUN,,Sozialversicherungsnummer:1
Sozialversicherungsnummer,Acc,Plur,,,NOUN,,Sozialversicherungsnummern:1
Sozialversicherungsnummer,Dat,Sing,Fem,,NOUN,,Sozialversicherungsnummer:1
Sozialverständnis,Acc,Sing,Neut,,NOUN,,Sozialverständnis:1
Soziologe,Dat,Sing,Masc,,NOUN,,Soziologen:1
Soziologie,Acc,Sing,Fem,,NOUN,,Soziologie:3
Soziologie,Dat,Sing,Fem,,NOUN,,Soziologie:1
SpVgg,Dat,Sing,Fem,,PROPN,,SpVgg:1
Spa,Dat,Sing,Masc,,NOUN,,Spa:1
Space,Dat,Sing,,,PROPN,,Space:1
Spagat,Acc,Sing,Masc,,NOUN,,Spagat:4
Spagat,Dat,Sing,Masc,,NOUN,,Spagat:1
Spallicci,Dat,Sing,Masc,,PROPN,,Spallicci:1
Spalt,Acc,Sing,Masc,,NOUN,,Spalt:1
Spalte,Dat,Sing,Fem,,NOUN,,Spalte:6
Spalte,Dat,Plur,,,NOUN,,Spalten:2
Spalte,Acc,Plur,,,NOUN,,Spalten:1
Spalte,Acc,Sing,Fem,,NOUN,,Spalte:2
Spaltung,Acc,Sing,Fem,,NOUN,,Spaltung:18
Spaltung,Dat,Sing,Fem,,NOUN,,Spaltung:13
Spam,Acc,Sing,Masc,,NOUN,,Spam:1
Spam,Acc,Sing,Neut,,NOUN,,Spam:8 | SPAM:2
Spam,Dat,Sing,Neut,,NOUN,,Spam:6
Spam,Acc,,,,NOUN,,Spam:5
Spam-Betrug,Acc,Sing,Masc,,NOUN,,Spam-Betrug:1
Spam-E-Mail,Acc,Plur,,,NOUN,,Spam-E-Mails:1
Spam-Filter,Acc,Sing,Masc,,NOUN,,Spam-Filter:3
Spam-Filter,Dat,Sing,Masc,,NOUN,,Spam-Filter:1
Spam-Flut,Acc,Sing,Fem,,NOUN,,Spam-Flut:1
Spam-Mail,Dat,Plur,,,NOUN,,Spam-Mails:2
Spam-Mail,Acc,Plur,,,NOUN,,Spam-Mails:2
Spam-Mail,Acc,Sing,Fem,,NOUN,,Spam-Mail:1
Spam-Mail-Absender,Acc,Plur,,,NOUN,,Spam-Mail-Absender:1
Spam-Nahrungsmittel,Dat,Plur,,,NOUN,,Spam-Nahrungsmitteln:1
Spam-Richtlinie,Acc,Sing,Fem,,NOUN,,Spam-Richtlinie:1
Spam-Verbot,Acc,Sing,Neut,,NOUN,,Spam-Verbot:1
Spam-Versender,Acc,Plur,,,NOUN,,Spam-Versender:1
Spammer-Blacklist,Acc,Sing,Fem,,NOUN,,Spammer-Blacklist:1
Spanien,Dat,Sing,Neut,,PROPN,,Spanien:9
Spanien,Acc,Sing,Neut,,PROPN,,Spanien:4
Spanien,Dat,Sing,,,PROPN,,Spanien:1
Spanien,Dat,Sing,Neut,,NOUN,,Spanien:1
Spanien-Tourist,Acc,Plur,,,NOUN,,Spanien-Touristen:1
Spanier,Dat,Plur,,,NOUN,,Spaniern:5
Spanier,Acc,Plur,,,NOUN,,Spanier:3
Spanier,Acc,Sing,Masc,,NOUN,,Spanier:1
Spanisch,Acc,Sing,Neut,,NOUN,,Spanisch:3
Spanisch,Dat,Sing,Masc,,PROPN,,Spanisch:1
Spanisch,Dat,Sing,Neut,,PROPN,,Spanisch:1
Spanisch,Dat,Sing,Neut,,NOUN,,Spanisch:3
Spanischsprecher,Dat,Plur,,,NOUN,,Spanischsprechern:1
Spannbetonbrücke,Acc,Sing,Fem,,NOUN,,Spannbetonbrücke:1
Spanne,Dat,Sing,Fem,,NOUN,,Spanne:3
Spanner,Acc,Sing,Masc,,NOUN,,Spanner:1
Spannung,Dat,Plur,,,NOUN,,Spannungen:8
Spannung,Acc,Sing,Fem,,NOUN,,Spannung:15
Spannung,Acc,Plur,,,NOUN,,Spannungen:4
Spannung,Dat,Sing,Fem,,NOUN,,Spannung:65
Spannungreglung,Acc,Plur,,,NOUN,,Spannungreglung:1
Spannungsbereich,Dat,Sing,Masc,,NOUN,,Spannungsbereich:2
Spannungsbereich,Acc,Sing,Masc,,NOUN,,Spannungsbereich:1
Spannungsfall,Acc,Sing,Masc,,NOUN,,Spannungsfall:1
Spannungsfeld,Dat,Sing,Neut,,NOUN,,Spannungsfeld:1
Spannungsfeld,Acc,Plur,,,NOUN,,Spannungsfelder:1
Spannungshub,Acc,Sing,Masc,,NOUN,,Spannungshub:1
